File Name	Name	Bundle	Item Description	HP Bonus	Shield Bonus	Damage Bonus	Agility Bonus	Strikes Bonus	Burn Bonus	Cant Strike	Rarity	Item Type	Categories	Keywords	Rules
diamond_dark_crawler	Diamond Dark Crawler	General	Battle Start: Deal 4 damage 2 times.	0	0	0	0	0	0	false	Diamond	Bug	Dark, Bug		Battle Start: Deal 4 damage to your Enemy.
diamond_dew_fly	Diamond Dew Fly	General	Battle Start, Exposed, & Wounded: Decrease a random status effect by 4.	0	0	0	0	0	0	false	Diamond	Bug	Shimmering, Bug		Battle Start: Remove 4 random status effect from yourself | Exposed: Remove 4 random status effect from yourself | Wounded: Remove 4 random status effect from yourself
diamond_firefly	Diamond Firefly	General		0	0	0	0	0	0	false	Diamond	Bug	Bug		Exposed: Apply 4 burn to your Enemy
diamond_scuttlemite	Diamond Scuttlemite	General		20	0	0	0	0	0	false	Diamond	Bug	Wood, Bug		
diamond_thorn_bug	Diamond Thorn Bug	General		0	0	0	0	0	0	false	Diamond	Bug	Bug		Battle Start: Apply 12 thorns to yourself
diamond_acrid_potion	Diamond Fury Potion	General		0	0	0	0	0	0	false	Diamond	Potion	Potion		Exposed: Apply 12 poison to your Enemy
diamond_essence_of_charcoal	Diamond Essence Of Charcoal	General		0	0	0	0	0	0	false	Diamond	Potion	Potion		Battle Start: Gain 4 burn damage
diamond_limbering_potion	Diamond Limbering Potion	General	Battle Start: Heal 4 hitpoints for every agility you have.	0	0	0	4	0	0	false	Diamond	Potion	Potion		Battle Start: Heal yourself for an amount  equal to your current agility.
diamond_reprieval_potion	Diamond Last Effort Potion	General		0	0	0	0	0	0	false	Diamond	Potion	Clearmetal, Potion	Stun	Wounded: Gain 40 shield | Wounded: Apply 8 stun to yourself
diamond_vicious_potion	Diamond Vicious Potion	General		0	0	0	0	0	0	false	Diamond	Potion	Potion		On Hit: Gain 4 attack
diamond_bronze_barbed_helm	Diamond Bronze Barbed Helm	General		0	8	0	0	0	0	false	Diamond	Helmet		Thorns	Battle Start: Apply 4 thorns to yourself
diamond_collectors_armor	Diamond Collector's Armor	General	Every collector's dream.	0	27	0	0	0	0	false	Diamond	Body Armor	Collector		
diamond_corroded_armor	Diamond Corroded Armor	General		0	20	0	0	0	0	false	Diamond	Body Armor		Acid	Battle Start: Apply 4 acid to yourself
diamond_corroded_ring	Diamond Corroded Ring	General		0	0	0	0	0	0	false	Diamond	Jewelry	Ring	Acid	Battle Start: Apply 4 acid to your Enemy
diamond_covert_shield	Diamond Covert Shield	General	Battle Start: If your base shield is 0, gain 16 shield.	0	0	0	0	0	0	false	Diamond	Shield			Battle Start: If your shield is 0 ; Gain 16 shield
diamond_crown_of_caution	Diamond Crown of Caution	Greed		-8	20	0	0	0	0	false	Diamond	Jewelry			
diamond_crown_of_rage	Diamond Crown of Rage	Greed		0	0	4	-4	0	0	false	Diamond	Jewelry			
diamond_dangly_necklace	Diamond Dangly Necklace	Greed		32	0	-4	0	0	0	false	Diamond	Jewelry			
diamond_double_plated_armor	Diamond Heavy Plated Armor	General		0	8	0	-8	0	0	false	Diamond	Body Armor			Exposed: Gain 12 shield
diamond_fine_edge	Diamond Edge Refiner	General	First Turn Only: Temporarily gain 8 attack damage.	0	0	0	0	0	0	false	Diamond	Tool	Clearmetal		Turn Start: Gain 8 attack | Turn End: Lose -8 attack
diamond_helmet_of_the_old_gods	Diamond Helmet of the Old Gods	General		0	8	0	0	0	0	false	Diamond	Helmet	Shimmering	Blessing	Battle Start: Apply 4 blessing to yourself
diamond_holy_shield	Diamond Heavy Shield	General		0	24	-4	-4	0	0	false	Diamond	Shield			
diamond_lantern	Diamond Latern	General	Battle Start & Exposed: Give the enemy 4 burn.	0	0	0	0	0	0	false	Diamond	Tool		Burn	Battle Start: Apply 4 burn to your Enemy | Exposed: Apply 4 burn to your Enemy
diamond_liferoot_gauntlets	Diamond Hearty Gauntlets	General		12	0	0	0	0	0	false	Diamond	Gloves	Wood	Regeneration	Battle Start: Apply 4 regeneration to yourself
diamond_living_wood_cloak	Diamond Living Wood Cloak	General	Battle Start: If your hitpoints are not full, heal 8 hitpoints.	8	0	0	0	0	0	false	Diamond	Body Armor	Wood		Battle Start: If your hitpoints is less than your base hitpoints; Heal yourself for 8 hitpoints.
diamond_living_wood_helmet	Diamond Living Wood Helmet	General	Exposed: Heal for 12 hitpoints.	4	4	0	0	0	0	false	Diamond	Helmet	Wood		Exposed: Heal yourself for 12 hitpoints.
diamond_loot_finder	Diamond Loot Finder	General	If you have under 30 gold, gain 3 gold at Turn Start.	0	0	0	0	0	0	false	Diamond	Tool			Turn Start: If your gold is less than 30 ; Gain 3 gold
diamond_nimble_hood	Diamond Nimble Hood	General	Battle Start: Take 12 damage and gain 4 additional strikes.	0	0	0	0	0	0	false	Diamond	Helmet			Battle Start: Deal 12 damage to yourself. | Battle Start: Gain 4 strikes
diamond_peculiar_timepiece	Diamond Peculiar Timepiece	General	Turn Start: Convert 4 agility to restore 8 health.	0	0	0	4	0	0	false	Diamond	Tool	Inscribed		Turn Start: Convert 4 agility to 2.0x hitpoints
diamond_poison_sheath	Diamond Poison Sheath	General	On Hit: Give the enemy 8 poison. (First turn only)	0	0	0	0	0	0	false	Diamond	Tool		Poison	On Hit: Apply 8 poison to your Enemy
diamond_purple_skin_gloves	Diamond Purpleskin Gloves	General		12	0	0	4	0	0	false	Diamond	Gloves			
diamond_purple_skin_vest	Diamond Purpleskin Vest	General		0	8	0	4	0	0	false	Diamond	Body Armor			
diamond_purpleskin_belt	Diamond Purpleskin Belt	General	If you have 0 base shield, double this item's max hitpoints.	12	0	0	0	0	0	false	Diamond	Belt			Persistent: If your shield is =; Gain 12 Max hitpoints
diamond_radiant_shield	Diamond Radiant Shield	General		0	32	0	0	0	0	false	Diamond	Shield	Shimmering	Blind	Battle Start: Apply 8 blind to yourself
diamond_ring_of_life	Diamond Ring of Life	Greed		0	0	0	0	0	0	false	Diamond	Jewelry	Ring		Battle Start: Heal yourself for 12 hitpoints.
diamond_ring_of_power	Diamond Ring of Power	Greed	Battle Start: Gain 8 attack and take 12 damage.	0	0	0	0	0	0	false	Diamond	Jewelry	Ring		Battle Start: Gain 8 attack | Battle Start: Deal 12 damage to yourself.
diamond_ring_of_theft	Diamond Ring of Theft	Greed	Battle Start: Steal 8 shield from the enemy.	0	0	0	0	0	0	false	Diamond	Jewelry	Ring		Battle Start: Convert 8 your enemy's shield to shield
diamond_rubber_glue	Diamond Rubber Glue	General		0	0	0	0	0	0	false	Diamond	Tool	Shimmering		Battle Start: Remove 4 random status effect from yourself | Battle Start: Apply 4 random status effect to your Enemy
diamond_shafeek_boots	Diamond Shafeek's Overlarge Boots	General		0	0	0	8	0	0	false	Diamond	Boots			
diamond_shafeek_shield	Diamond Shafeek's Appropriately Sized Shield	General		0	12	0	0	0	0	false	Diamond	Shield			
diamond_shimmering_gauntlet	Diamond Glowing Gauntlets	General		0	0	0	0	0	0	false	Diamond	Gloves	Shimmering	Blind	Battle Start: Apply 4 blind to your Enemy
diamond_shimmering_jawtrap	Diamond Conspicuous Jawtrap	General		0	0	0	0	0	0	false	Diamond	Tool	Shimmering	Blind	Wounded: Apply 12 blind to your Enemy
diamond_thirsty_helmet	Diamond Thirsty Helmet	General	On Hit: Restore 4 hitpoints. (First turn only)	0	0	0	0	0	0	false	Diamond	Helmet	Vampiric		On Hit: Heal yourself for 4 hitpoints.
golden_bloodmoth	Golden Bloodmoth	General		0	0	0	0	0	0	false	Golden	Pet	Vampiric, Bug		Wounded: Heal yourself for 8 hitpoints.
golden_corpsehopper	Golden Corpsehopper	General		0	0	0	6	0	0	false	Golden	Bug	Bug		Battle Start: Apply 2 acid to yourself
golden_dark_crawler	Golden Dark Crawler	General	Battle Start: Deal 2 damage to the enemy. Repeat 2 additional times.	0	0	0	0	0	0	false	Golden	Pet	Dark, Bug		Battle Start: Deal 2 damage to your Enemy.
golden_dew_fly	Golden Dew Fly	General	Battle Start, Exposed, & Wounded: Decrease a random status effect by 2.	0	0	0	0	0	0	false	Golden	Pet	Shimmering, Bug		Battle Start: Remove 2 random status effect from yourself | Exposed: Remove 2 random status effect from yourself | Wounded: Remove 2 random status effect from yourself
golden_firefly	Golden Firefly	General		0	0	0	0	0	0	false	Golden	Bug	Bug		Exposed: Apply 2 burn to your Enemy
golden_scuttlemite	Golden Scuttlemite	General		10	0	0	0	0	0	false	Golden	Bug	Wood, Bug		
golden_thorn_bug	Golden Thorn Bug	General		0	0	0	0	0	0	false	Golden	Bug	Bug		Battle Start: Apply 6 thorns to yourself
golden_acrid_potion	Golden Fury Potion	General		0	0	0	0	0	0	false	Golden	Food	Potion		Exposed: Apply 6 poison to your Enemy
golden_essence_of_charcoal	Golden Essence Of Charcoal	General		0	0	0	0	0	0	false	Golden	Food	Potion		Battle Start: Gain 2 burn damage
golden_limbering_potion	Golden Limbering Potion	General	Battle Start: Heal for 2 hitponts for each agility you have.	0	0	0	2	0	0	false	Golden	Food	Potion		Battle Start: Heal yourself for an amount  equal to your current agility.
golden_reprieval_potion	Golden Last Effort Potion	General		0	0	0	0	0	0	false	Golden	Potion	Clearmetal, Potion	Stun	Wounded: Gain 20 shield | Wounded: Apply 4 stun to yourself
golden_vicious_potion	Golden Vicious Potion	General		0	0	0	0	0	0	false	Golden	Food	Potion		On Hit: Gain 2 attack
golden_bronze_barbed_helm	Golden Bronze Barbed Helm	General		0	4	0	0	0	0	false	Golden	Helmet		Thorns	Battle Start: Apply 2 thorns to yourself
golden_collectors_armor	Golden Collector's Armor	General	Upgrading triples shield value instead of doubling it.	0	9	0	0	0	0	false	Golden	Body Armor	Collector		
golden_corroded_armor	Golden Corroded Armor	General		0	10	0	0	0	0	false	Golden	Body Armor		Acid	Battle Start: Apply 2 acid to yourself
golden_corroded_ring	Golden Corroded Ring	General		0	0	0	0	0	0	false	Golden	Jewelry	Ring	Acid	Battle Start: Apply 2 acid to your Enemy
golden_covert_shield	Golden Covert Shield	General	Battle Start: If your base shield is 0, gain 8 shield.	0	0	0	0	0	0	false	Golden	Shield			Battle Start: If your shield is 0 ; Gain 8 shield
golden_crown_of_caution	Golden Crown of Caution	Greed		-4	10	0	0	0	0	false	Golden	Jewelry			
golden_crown_of_rage	Golden Crown of Rage	Greed		0	0	2	-2	0	0	false	Golden	Jewelry			
golden_dangly_necklace	Golden Dangly Necklace	Greed		16	0	-2	0	0	0	false	Golden	Jewelry			
golden_double_plated_armor	Golden Heavy Plated Armor	General		0	4	0	-4	0	0	false	Golden	Body Armor			Exposed: Gain 6 shield
golden_fine_edge	Golden Edge Refiner	General	First Turn Only: Temporarily gain 4 attack damage.	0	0	0	0	0	0	false	Golden	Tool	Clearmetal		Turn Start: Gain 4 attack | Turn End: Lose -4 attack
golden_helmet_of_the_old_gods	Golden Helmet of the Old Gods	General		0	4	0	0	0	0	false	Golden	Helmet	Shimmering	Blessing	Battle Start: Apply 2 blessing to yourself
golden_holy_shield	Golden Heavy Shield	General		0	12	-2	-2	0	0	false	Golden	Shield			
golden_lantern	Golden Latern	General	Battle Start & Exposed: Give the enemy 2 burn.	0	0	0	0	0	0	false	Golden	Tool		Burn	Battle Start: Apply 2 burn to your Enemy | Exposed: Apply 2 burn to your Enemy
golden_liferoot_gauntlets	Golden Hearty Gauntlets	General		6	0	0	0	0	0	false	Golden	Gloves	Wood	Regeneration	Battle Start: Apply 2 regeneration to yourself
golden_living_wood_cloak	Golden Living Wood Cloak	General		4	0	0	0	0	0	false	Golden	Body Armor	Wood		Battle Start: If your hitpoints is less than your base hitpoints; Heal yourself for 4 hitpoints.
golden_living_wood_helmet	Golden Living Wood Helmet	General		2	2	0	0	0	0	false	Golden	Helmet	Wood		Exposed: Heal yourself for 6 hitpoints.
golden_loot_finder	Golden Loot Finder	General	If you have under 20 gold, gain 2 at Turn Start.	0	0	0	0	0	0	false	Golden	Tool			Turn Start: If your gold is less than 20 ; Gain 2 gold
golden_nimble_hood	Golden Nimble Hood	General		0	0	0	0	0	0	false	Golden	Helmet			Battle Start: Deal 6 damage to yourself. | Battle Start: Gain 2 strikes
golden_peculiar_timepiece	Golden Peculiar Timepiece	General	Turn Start: Convert 2 agility to restore 4 health.	0	0	0	2	0	0	false	Golden	Tool	Inscribed		Turn Start: Convert 2 agility to 2.0x hitpoints
golden_poison_sheath	Golden Poison Sheath	General		0	0	0	0	0	0	false	Golden	Tool		Poison	On Hit: Apply 4 poison to your Enemy
golden_purple_skin_gloves	Golden Purpleskin Gloves	General		6	0	0	2	0	0	false	Golden	Gloves			
golden_purple_skin_vest	Golden Purpleskin Vest	General		0	4	0	2	0	0	false	Golden	Body Armor			
golden_purpleskin_belt	Golden Purpleskin Belt	General	If you have 0 base shield, double this item's max hitpoints.	6	0	0	0	0	0	false	Golden	Belt			Persistent: If your shield is =; Gain 6 Max hitpoints
golden_radiant_shield	Golden Radiant Shield	General		0	16	0	0	0	0	false	Golden	Shield	Shimmering	Blind	Battle Start: Apply 4 blind to yourself
golden_ring_of_life	Golden Ring of Life	Greed		0	0	0	0	0	0	false	Golden	Jewelry	Ring		Battle Start: Heal yourself for 6 hitpoints.
golden_ring_of_power	Golden Ring of Power	Greed	Battle Start: Gain 4 attack and take 6 damage.	0	0	0	0	0	0	false	Golden	Jewelry	Ring		Battle Start: Gain 4 attack | Battle Start: Deal 6 damage to yourself.
golden_ring_of_theft	Golden Ring of Theft	Greed	Battle Start: Steal 4 shield from the enemy.	0	0	0	0	0	0	false	Golden	Jewelry	Ring		Battle Start: Convert 4 your enemy's shield to shield
golden_rubber_glue	Golden Rubber Glue	General		0	0	0	0	0	0	false	Golden	Tool	Shimmering		Battle Start: Remove 2 random status effect from yourself | Battle Start: Apply 2 random status effect to your Enemy
golden_shafeek_boots	Golden Shafeek's Overlarge Boots	General		0	0	0	4	0	0	false	Golden	Boots			
golden_shafeek_shield	Golden Shafeek's Appropriately Sized Shield	General		0	6	0	0	0	0	false	Golden	Shield			
golden_shimmering_gauntlet	Golden Glowing Gauntlets	General		0	0	0	0	0	0	false	Golden	Gloves	Shimmering	Blind	Battle Start: Apply 2 blind to your Enemy
golden_shimmering_jawtrap	Golden Conspicuous Jawtrap	General		0	0	0	0	0	0	false	Golden	Tool	Shimmering	Blind	Wounded: Apply 6 blind to your Enemy
golden_thirsty_helmet	Golden Thirsty Helmet	General		0	0	0	0	0	0	false	Golden	Helmet	Vampiric		On Hit: Heal yourself for 2 hitpoints.
c_citrine	Citrine	General	Battle Start: Convert 5 gold into 10 agility.	0	0	0	0	0	0	false	Legendary	Jewelry	Crystal	Battle Start	Battle Start: Convert 5 gold to 2.0x agility
c_emerald	Emerald	General	Battle Start: Convert 5 gold into 10 max hitpoints.	0	0	0	0	0	0	false	Legendary	Jewelry	Crystal	Battle Start	Battle Start: If your gold is 5  or more; Lose -5 gold | Battle Start: Gain 10 Max hitpoints
c_garnet	Garnet	General	Battle Start: Convert 5 gold into 5 attack damage.	0	0	0	0	0	0	false	Legendary	Jewelry	Crystal	Battle Start	Battle Start: Convert 5 gold to attack
c_lapiz	Sapphire	General	Battle Start: Convert 5 gold into 20 shield.	0	0	0	0	0	0	false	Legendary	Jewelry	Crystal	Battle Start	Battle Start: Convert 5 gold to 4.0x shield
dark_magic_tome	Dark Magic Tome	General	Your Dark type items trigger 1 additional time.	0	0	0	0	0	0	false	Legendary	Tome	Unique		Persistent: Add repeats for category: Dark
moran_sword	Moran Sword	General	While your hitpoints are not full, your attack damage is doubled.	0	0	6	0	0	0	false	Legendary	Weapon			Persistent: If your hitpoints is less than your base hitpoints; Gain 0 attack
t_apparatus	Apparatus	General	Wounded: Re-trigger your last triggered non-Mechanical Wounded item.	0	0	0	0	0	0	false	Legendary	Tool	Mechanical	Wounded	Wounded: Trigger all your Wounded items.
t_contraption	Contraption	General	Wounded: Re-trigger a random Battle Start item of yours.	0	0	0	0	0	0	false	Legendary	Tool	Mechanical	Wounded	Wounded: Trigger all your Battle Start items.
t_gizmo	Gizmo	General	Wounded: Re-trigger your first exposed item.	0	0	0	0	0	0	false	Legendary	Tool	Mechanical	Wounded	Wounded: Trigger all your Exposed items.
t_mechanism	Mechanism	General	Overheal: Increase your attack damage by 1.	0	0	0	0	0	0	false	Legendary	Tool	Mechanical		Overheal: Gain 1 attack
pit_scorpion	Pit Scorpion	General		0	0	0	0	0	0	false	Legendary	Pet	Bug		
Clearmetal_Horn	Clearmetal Battle Horn	Revenge	Battle Start: Gain shield equal to your enemy's shield.	0	0	0	0	0	0	false	Rare	Tool	Clearmetal, Unique	Battle Start	Battle Start: Gain  shield equal to your Enemy's current shield
Metalliglass_Timepiece	Metalliglass Timepiece	Chaos	Battle Start: Give the enemy 1 stun for each equipped Clearmetal item.	0	0	0	-2	0	0	false	Rare	Tool	Clearmetal	Stun, Battle Start	Battle Start: Apply 1 stun to your Enemy
Metalliglass_Totem	Metalliglass Totem	Chaos	Turn Start: Restore 1 health, if your health is full gain 2 shield instead.	0	0	0	0	0	0	false	Rare	Relic	Clearmetal		Turn Start: Heal yourself for 1 hitpoints. | Turn Start: If your hitpoints is your base hitpoints; Gain 2 shield
liquid_metal	Liquid Metal	Revenge	Battle Start: Gain shield equal to missing hitpoints.	0	0	0	0	0	0	false	Rare	Potion	Unique, Potion	Battle Start	Battle Start: Gain  shield equal to your missing hitpoints
acid_spray	Acid Splash	Chaos	Battle Start: Give the enemy acid equal to half your agility.	0	0	0	0	0	0	false	Rare	Tool	Unique	Acid, Battle Start	Battle Start: Apply acid to your Enemy  equal to your current agility
ancient_armor	Ancient Armor	Greed	Wounded: Regain your base shield.	0	0	0	0	0	0	false	Rare	Body Armor		Wounded	Wounded: Gain  shield equal to your base shield
carved_fork	Carved Fork	Duty	Turn Start: If you don't have any regeneration, gain 3 regeneration.	0	0	0	0	0	0	false	Rare	Tool	Wood	Regeneration	Turn Start: If you have 0  regeneration; Apply 3 regeneration to yourself
collectors_item	Collector's Item	Chaos	While you have at least 3 'Collector' items, gain 2 attack.	0	0	0	0	0	0	false	Rare	Tool	Collector, Clearmetal		Persistent: If ; Gain 2 attack
comforting_book	Comforting Book	Shame	Turn Start: Gain 1 shield and decrease a random status effect by 1.	0	0	0	0	0	0	false	Rare	Tome	Shimmering, Unique	Blessing	Turn Start: Gain 1 shield | Turn Start: Remove 1 random status effect from yourself
covert_armor	Covert Armor	Chaos	Battle Start: If you have 0 base shield, gain shield equal to your current hitpoints.	0	0	-2	0	0	0	false	Rare	Body Armor	Unique	Battle Start	Battle Start: If your shield is 0 ; Gain  shield equal to your current hitpoints
cup_of_de	Cup of Dew	Shame	Every other turn: Gain 1 blessing.	0	0	0	0	0	0	false	Rare	Tool	Shimmering	Blessing	Turn Start: Apply 1 blessing to yourself
dads_shield	Someone's Dad's Shield	Chaos	The first time you gain shield, double it.	0	0	0	-1	0	0	false	Uncommon	Shield	Unique		On Stat Gain shield: Gain  shield
darkwood_greaves	Darkwood Greaves	Greed	Whenever you lose shield, deal 1 damage to the enemy.	0	0	0	0	0	0	false	Rare	Boots	Dark, Unique		On Stat Loss shield: Deal 1 damage to your Enemy.
darkwood_necklace	Darkwood Necklace	Chaos	Whenever you deal non-weapon or non-burn damage to the enemy, deal 1 additional damage.	0	0	0	0	0	0	false	Rare	Jewelry	Dark, Unique		On Dealing Non-Weapon Damage: Deal 1 damage to your Enemy.
defensive_necklace	Defensive Necklace	Honor	Whenever you gain shield, gain 1 additional shield.	0	0	0	0	0	0	false	Rare	Jewelry	Clearmetal		On Stat Gain shield: Gain 1 shield
dissolving_strength	Dissolving Strength	Shame	While you have acid, temporarily gain attack equal to your acid.	0	0	0	0	0	0	false	Rare	Scroll	Unique	Acid	Persistent: If you have more than 0  acid; Gain  attack equal to your acid stacks
dracools_headstone	Draycool's Headstone	Shame	When your attack is skipped: Restore 3 hitpoints.	0	0	0	0	0	0	false	Rare	Tool	Vampiric, Unique		On Status Removed stun: Heal yourself for 3 hitpoints.
draycools_diary	Draycool's Diary	Shame	Every 4th turn: Give yourself 1 stun and gain 3 regeneration	0	0	0	0	0	0	false	Rare	Tome	Vampiric	Stun, Regeneration	Turn Start: Apply 1 stun to yourself | Turn Start: Apply 3 regeneration to yourself
gauntlets_of_fire	Gauntlets of Fire	Duty	Every other turn: Give the enemy 1 burn.	0	0	0	0	0	0	false	Rare	Gloves		Burn	Turn Start: Apply 1 burn to your Enemy
gore_armor	Gore Plate	Honor	Battle Start: Convert 50% of your current hitpoints to that amount of shield.	0	0	0	0	0	0	false	Rare	Body Armor	Vampiric	Battle Start	Battle Start: Convert half of hitpoints to shield
injury_harkened	Injury Harkened	Chaos	Battle Start: Lose all your hitpoints except 1, and give the enemy 2 stun.	0	0	0	0	0	0	false	Rare	Tool	Unique	Stun, Battle Start	Battle Start: Gain  hitpoints equal to your base hitpoints | Battle Start: Apply 2 stun to your Enemy
jewelry_box	Ornate Jewlery Box	Greed	If you have 3 or more Ring items, they trigger 1 additional time.	0	0	0	0	0	0	false	Rare	Tool	Unique		Persistent: If ; Add repeats for category: Ring
monster_armor	Monster Armor	Revenge	Whenever you lose shield, gain 2 thorns.	0	0	-1	0	0	0	false	Rare	Body Armor	Unique	Thorns	On Stat Loss shield: Apply 2 thorns to yourself
monster_pauldrons	Monster Pauldrons	Revenge	Wounded: Gain thorns equal to the enemy's attack damage.	0	3	0	0	0	0	false	Rare	Body Armor		Thorns, Wounded	Wounded: Apply thorns to yourself  equal to your Enemy's current attack
nimble_cloak	Nimble Cloak	Honor	Battle Start: Gain 1 additional strike.	0	0	0	2	0	0	false	Rare	Body Armor		Strikes, Battle Start	Battle Start: Gain 1 strikes
nimble_gloves	Nimble Gloves	Honor	Wounded: Gain 2 additional strikes.	0	0	0	0	0	0	false	Rare	Gloves		Strikes, Wounded	Wounded: Gain 2 strikes
oil_flask	Oil Flask	Chaos	Whenever you miss a strike by being stunned, give the enemy 1 burn.	0	0	0	0	0	0	false	Uncommon	Tool		Burn	On Status Removed stun: Apply 1 burn to your Enemy
poorly_constructed_armor	Poorly Constructed Armor	Revenge	Whenever you lose hitpoints, take 1 additional damage.	15	0	0	0	0	0	false	Rare	Body Armor	Wood		On Stat Loss hitpoints: Deal 1 damage to yourself.
red_shirt	Red Shirt	Honor	Whenever you lose hitpoints, heal for 1 hitpoint.	0	0	0	0	0	0	false	Rare	Body Armor	Vampiric, Unique		On Stat Loss hitpoints: Heal yourself for 1 hitpoints.
replenishing_shield	Replenishing Shield	Revenge	Turn Start: If you are below half hitpoints, gain 2 shield.	0	0	0	0	0	0	false	Rare	Shield			Turn Start: If your hitpoints is less than your missing hitpoints; Gain 2 shield
rusted_plate	Dripping Carapace	Chaos	Whenever the enemy loses shield to acid, gain that shield.	0	0	0	0	0	0	false	Uncommon	Body Armor		Acid	When Acid removes Enemy shield: Gain  shield
scabby_ring	Scabby Ring	Shame	Battle Start: Gain 5 max hitpoints, restore 5 hitpoints.	0	0	0	0	0	0	false	Rare	Jewelry	Vampiric, Ring	Battle Start	Battle Start: Gain 5 Max hitpoints | Battle Start: Heal yourself for 5 hitpoints.
shimmering_greaves	Shimmering Greaves	Greed	Battle Start: Give the enemy blind equal to half your speed.	0	0	0	2	0	0	false	Rare	Boots	Shimmering	Blind, Battle Start	Battle Start: Apply blind to your Enemy  equal to your current agility
slapping_gloves	Slapping Gloves	Revenge	On Hit: Deal 1 damage to the enemy.	0	0	0	0	0	0	false	Rare	Gloves			On Hit: Deal 1 damage to your Enemy.
stunning_spaulder	Stunning Spaulder	Chaos	Exposed: Give the enemy 1 stun, repeat for each Ring item you have.	0	0	0	0	0	0	false	Rare	Body Armor		Stun, Exposed	Exposed: Gain 0 <unknown stat>
tentacle_crown	Tentacle Crown	Chaos		0	1	1	1	0	0	false	Rare	Helmet			
thorny_mask	Thorny Mask	Revenge	If the enemy has no shield, thorns deal double damage.	0	0	0	0	0	0	false	Rare	Tool	Unique	Thorns	Persistent: If your enemy's shield is 0 ; Gain 0 <unknown stat>
vampiric_romance_novel	Vampire Romance	Honor	Turn Start: Heal yourself for 1 hitpoint and deal 1 damage to the enemy.	0	0	0	0	0	0	false	Rare	Tome	Vampiric		Turn Start: Heal yourself for 1 hitpoints. | Turn Start: Deal 1 damage to your Enemy.
venomous_pauldrons	Venomous Pauldrons	Duty	Battle Start: Give the enemy poison equal to your attack damage.	0	0	1	0	0	0	false	Rare	Body Armor		Poison, Battle Start	Battle Start: Apply poison to your Enemy  equal to your current attack
very_stinky_shield	Very Stinky Shield	Duty	Turn Start: Both you and the enemy gain 1 poison.	0	6	0	0	0	0	false	Rare	Shield		Poison	Turn Start: Apply 1 poison to yourself | Turn Start: Apply 1 poison to your Enemy
test_relic	Test Relic	General		3	0	0	3	0	0	false	Common	Relic	Testing		Turn Start: Apply 2 regeneration to yourself
testing_boots	Byzantium Boots	General		0	0	0	1	0	0	false	Common	Boots	Testing		Battle Start: Gain 1 strikes
testing_robes	Testing Robes	General		0	0	0	0	0	0	false	Uncommon	Body Armor	Testing		Turn Start: Gain 2 strikes
testing_shield	Testing Shield	General	Doubles your Hitpoints.	0	3	0	0	0	0	false	Legendary	Shield	Testing, Unique		Persistent: Gain 0 <unknown stat>
armored_beetle	Armored Beetle	Greed	Battle Start: If your hitpoints are full, gain 5 shield.	0	0	0	0	0	0	false	Uncommon	Bug	Clearmetal, Bug	Battle Start	Battle Start: If your hitpoints is =; Gain 5 shield
illipede	Illipede	Shame		0	0	2	0	0	0	false	Uncommon	Pet	Bug		Turn Start: Apply 1 poison to yourself
jaunty_pillbug	Jaunty Pillbug	General	Exposed: Gain 2 shield.	0	0	0	0	0	0	false	Uncommon	Bug	Bug	Exposed	Exposed: Gain 2 shield
Chainmail_Shirt	Chainmail Shirt	Chaos	Turn Start: If you have shield, restore 2 health	0	2	0	0	0	0	false	Uncommon	Body Armor			Turn Start: If your shield is more than 0 ; Heal yourself for 2 hitpoints.
Clearmetal_Crown	Clearmetal Crown	Chaos	Battle Start: Gain max hitpoints equal to your base shield	0	0	0	0	0	0	false	Uncommon	Helmet	Clearmetal, Unique	Battle Start	Battle Start: Gain  Max hitpoints equal to your base shield
Indecent_Exposure	Indecent Exposure	Revenge	Exposed can trigger 1 additional time.	0	0	0	0	0	0	false	Uncommon	Tool	Unique		Persistent: Gain 0 <unknown stat>
blood_from_below	Blood From Below	Duty	The first time the enemy gains poison, give them 4 additional poison.	0	0	0	0	0	0	false	Uncommon	Potion	Potion	Poison	When Enemy gains Status poison: Apply 4 poison to your Enemy
mountain_dew	Mountain Dew	Shame	Battle Start: Remove all your shield and gain 3 blessing.	0	0	0	0	0	0	false	Uncommon	Potion	Shimmering, Potion, Unique	Blessing, Battle Start	Battle Start: Gain  shield equal to your current shield | Battle Start: Apply 3 blessing to yourself
paralysis_poison	Paralysis Poison	Duty	The first time the enemy gains poison, give the enemy 1 stun.	0	0	0	0	0	0	false	Uncommon	Potion	Potion	Poison, Stun	When Enemy gains Status poison: Apply 1 stun to your Enemy
potion_insecurity	Potion of Insecurity	Greed	Exposed: Give the enemy 1 stun.	0	0	0	2	0	0	false	Uncommon	Potion	Potion	Stun, Exposed	Exposed: Apply 1 stun to your Enemy
potion_of_mixing	Potion of Mixing	General	Useless by itself...	0	0	0	0	0	0	false	Uncommon	Potion	Potion		
second_chance_potion	Toughen Up	Shame	Wounded: Gain shield equal to missing hitpoints, and gain 5 acid.	0	0	0	0	0	0	false	Uncommon	Potion	Potion, Unique	Acid, Wounded	Wounded: Gain  shield equal to your missing hitpoints | Wounded: Apply 5 acid to yourself
stimutax	Stimutax	Chaos	Battle Start: Stun yourself for 1.	0	0	1	2	0	0	false	Uncommon	Potion	Potion	Stun, Battle Start	Battle Start: Apply 1 stun to yourself
